UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,LATITUD,LONGITUD
060401,CHOTA,CHOTA,CAJAMARCA,-6.555281874,-78.64146956
010302,CHISQUILLA,BONGARA,AMAZONAS,-5.89320537,-77.78280858
120807,SANTA BARBARA DE CARHUACAYAN,YAULI,JUNÍN,-11.21381302,-76.42904358
140304,JAYANCA,LAMBAYEQUE,LAMBAYEQUE,-6.394345534,-79.81451536
200601,SULLANA,SULLANA,PIURA,-4.898786419,-80.63618267
061303,CATACHE,SANTA CRUZ,CAJAMARCA,-6.735890508,-79.04859161
061307,PULAN,SANTA CRUZ,CAJAMARCA,-6.745548677,-78.92685928
080102,CCORCA,CUSCO,CUSCO,-13.58823633,-72.0648791
180207,MATALAQUE,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.48359776,-70.8257103
140105,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,-6.736405277,-79.84175568
150407,SANTA ROSA DE QUIVES,CANTA,LIMA,-11.69496209,-76.89434487
081304,MACHUPICCHU,URUBAMBA,CUSCO,-13.14503057,-72.56898717
120121,HUAYUCACHI,HUANCAYO,JUNÍN,-12.13321972,-75.22483635
220605,PAJARILLO,MARISCAL CACERES,SAN MARTÍN,-7.194322722,-76.70233263
080602,CHECACUPE,CANCHIS,CUSCO,-14.00506551,-71.46907152
040507,HUAMBO,CAYLLOMA,AREQUIPA,-15.73044682,-72.10810089
050410,UCHURACCAY,HUANTA,AYACUCHO,-12.77389463,-74.08262126
060504,GUZMANGO,CONTUMAZA,CAJAMARCA,-7.367974043,-78.91690445
211204,PATAMBUCO,SANDIA,PUNO,-14.37179661,-69.6435318
131003,CACHICADAN,SANTIAGO DE CHUCO,LA LIBERTAD,-8.001379013,-78.11535899
090111,MARISCAL CACERES,HUANCAVELICA,HUANCAVELICA,-12.53571033,-74.93383789
050201,CANGALLO,CANGALLO,AYACUCHO,-13.60683026,-74.13445686
150601,HUARAL,HUARAL,LIMA,-11.49022421,-77.20913506
190205,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO,-10.43005413,-76.5000479
130902,CHUGAY,SANCHEZ CARRION,LA LIBERTAD,-7.842595074,-77.78980806
060404,CHIGUIRIP,CHOTA,CAJAMARCA,-6.409399128,-78.69964905
160303,TIGRE,LORETO,LORETO,-3.371831226,-74.87382965
250203,TAHUANIA,ATALAYA,UCAYALI,-9.970402082,-74.03464762
080604,MARANGANI,CANCHIS,CUSCO,-14.38292432,-71.14769363
050202,CHUSCHI,CANGALLO,AYACUCHO,-13.57239926,-74.34210636
120504,ULCUMAYO,JUNÍN,JUNÍN,-10.90910888,-75.80611038
090504,EL CARMEN,CHURCAMPA,HUANCAVELICA,-12.7340547,-74.48499189
040206,OCOÑA,CAMANA,AREQUIPA,-16.4333477,-73.10736084
100510,SINGA,HUAMALIES,HUÁNUCO,-9.394723415,-76.80223751
250106,NUEVA REQUENA,CORONEL PORTILLO,UCAYALI,-8.306165695,-74.86537933
151025,QUINOCAY,YAUYOS,LIMA,-12.34476233,-76.25241852
151002,ALIS,YAUYOS,LIMA,-12.29855967,-75.75381088
220710,TRES UNIDOS,PICOTA,SAN MARTÍN,-6.806466579,-76.23116302
061006,JOSE MANUEL QUIROZ,SAN MARCOS,CAJAMARCA,-7.350089312,-78.03548908
120410,HUERTAS,JAUJA,JUNÍN,-11.76725215,-75.4726572
150301,CAJATAMBO,CAJATAMBO,LIMA,-10.47623014,-76.99631119
080204,MOSOC LLACTA,ACOMAYO,CUSCO,-14.10099196,-71.45519765
200304,HUARMACA,HUANCABAMBA,PIURA,-5.594134041,-79.53971699
140307,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,-6.174137609,-79.71799251
220914,SHAPAJA,SAN MARTÍN,SAN MARTÍN,-6.588686307,-76.23044332
120305,SAN RAMON,CHANCHAMAYO,JUNÍN,-11.11921686,-75.35176341
200401,CHULUCANAS,MORROPON,PIURA,-5.088161131,-80.16302999
180303,PACOCHA,ILO,MOQUEGUA,-17.55708408,-71.32822418
160502,ALTO TAPICHE,REQUENA,LORETO,-6.025769234,-74.09093475
130402,PACANGA,CHEPEN,LA LIBERTAD,-7.173699951,-79.46181793
140115,SAÑA,CHICLAYO,LAMBAYEQUE,-6.893958668,-79.60014216
130811,SANTIAGO DE CHALLAS,PATAZ,LA LIBERTAD,-8.439019203,-77.32389832
070105,LA PUNTA,CALLAO,CALLAO,-12.07264328,-77.16425323
210201,AZANGARO,AZANGARO,PUNO,-14.88409386,-70.16939624
200202,FRIAS,AYABACA,PIURA,-4.952757263,-79.94461594
220911,PAPAPLAYA,SAN MARTÍN,SAN MARTÍN,-6.276810074,-75.74256744
200301,HUANCABAMBA,HUANCABAMBA,PIURA,-5.223232764,-79.47124188
140312,TUCUME,LAMBAYEQUE,LAMBAYEQUE,-6.496917709,-79.85189565
240105,SAN JACINTO,TUMBES,TUMBES,-3.68411833,-80.45515823
120413,LEONOR ORDOÑEZ,JAUJA,JUNÍN,-11.85753584,-75.42011388
022007,SHUPLUY,YUNGAY,ANCASH,-9.237276713,-77.71197001
220405,SACANCHE,HUALLAGA,SAN MARTÍN,-7.081334352,-76.77443695
120705,LA UNION,TARMA,JUNÍN,-11.62497044,-75.66336823
070103,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,-12.05354023,-77.09801483
151003,ALLAUCA,YAUYOS,LIMA,-12.65706778,-75.99522018
150707,HUACHUPAMPA,HUAROCHIRI,LIMA,-11.71631622,-76.59506989
110203,CHAVIN,CHINCHA,ICA,-13.12603378,-75.92898178
120208,MANZANARES,CONCEPCION,JUNÍN,-12.01810455,-75.35600281
090118,ASCENSION,HUANCAVELICA,HUANCAVELICA,-12.78423023,-74.98058319
021201,CARAZ,HUAYLAS,ANCASH,-9.045125961,-77.80959254
221005,UCHIZA,TOCACHE,SAN MARTÍN,-8.386094268,-76.40265142
130501,JULCAN,JULCAN,LA LIBERTAD,-8.045143178,-78.46032514
090117,YAULI,HUANCAVELICA,HUANCAVELICA,-12.78368958,-74.81208216
140306,MORROPE,LAMBAYEQUE,LAMBAYEQUE,-6.525872799,-79.97918353
220703,CASPISAPA,PICOTA,SAN MARTÍN,-6.942096301,-76.40285274
160401,RAMON CASTILLA,MARISCAL RAMON CASTILLA,LORETO,-3.939032435,-70.51027107
160107,NAPO,MAYNAS,LORETO,-2.526782811,-73.64191818
200506,TAMARINDO,PAITA,PIURA,-4.878240395,-80.98135223
130802,BULDIBUYO,PATAZ,LA LIBERTAD,-8.136188507,-77.39508057
020103,COLCABAMBA,HUARAZ,ANCASH,-9.595740318,-77.81091309
150725,SAN PEDRO DE HUANCAYRE,HUAROCHIRI,LIMA,-12.1303978,-76.21650696
110208,SAN JUAN DE YANAC,CHINCHA,ICA,-13.2111721,-75.78621674
151026,SAN JOAQUIN,YAUYOS,LIMA,-12.28413105,-76.14685059
120125,PILCOMAYO,HUANCAYO,JUNÍN,-12.0499897,-75.25302124
100803,MOLINO,PACHITEA,HUÁNUCO,-9.964585796,-76.03525289
140113,REQUE,CHICLAYO,LAMBAYEQUE,-6.863737447,-79.80581992
020101,HUARAZ,HUARAZ,ANCASH,-9.555093181,-77.51324266
120503,ONDORES,JUNÍN,JUNÍN,-11.03692315,-76.1853173
130107,MOCHE,TRUJILLO,LA LIBERTAD,-8.159642685,-79.00390904
150114,LA MOLINA,LIMA,LIMA,-12.08761883,-76.93390656
210309,SAN GABAN,CARABAYA,PUNO,-13.42096825,-70.38032074
050910,SANTIAGO DE PAUCARAY,SUCRE,AYACUCHO,-14.07601643,-73.64289474
250303,CURIMANA,PADRE ABAD,UCAYALI,-8.437082291,-75.15934753
150120,MAGDALENA DEL MAR,LIMA,LIMA,-12.09693909,-77.07473755
100702,CHOLON,MARAÑON,HUÁNUCO,-8.631921768,-76.47909164
040310,JAQUI,CARAVELI,AREQUIPA,-15.47751713,-74.44233704
021205,MATO,HUAYLAS,ANCASH,-8.944651604,-77.87904358
021009,MASIN,HUARI,ANCASH,-9.360032082,-77.08666611
050401,HUANTA,HUANTA,AYACUCHO,-12.93972363,-74.241675
210110,PAUCARCOLLA,PUNO,PUNO,-15.72212219,-70.05937943
150516,ZUÑIGA,CAÑETE,LIMA,-12.85173289,-76.01387533
060507,TANTARICA,CONTUMAZA,CAJAMARCA,-7.256635454,-78.93357086
240103,LA CRUZ,TUMBES,TUMBES,-3.632097324,-80.57624563
120802,CHACAPALPA,YAULI,JUNÍN,-11.72387552,-75.77438736
230404,ESTIQUE-PAMPA,TARATA,TACNA,-17.56395721,-70.06825765
021307,LUCMA,MARISCAL LUZURIAGA,ANCASH,-8.923310007,-77.38659995
050304,SANTIAGO DE LUCANAMARCA,HUANCA SANCOS,AYACUCHO,-13.83523273,-74.37886429
040602,ANDARAY,CONDESUYOS,AREQUIPA,-15.80919099,-72.86105919
100703,SAN BUENAVENTURA,MARAÑON,HUÁNUCO,-8.768058777,-77.18688965
040113,POCSI,AREQUIPA,AREQUIPA,-16.51726913,-71.39268494
040112,PAUCARPATA,AREQUIPA,AREQUIPA,-16.42352867,-71.50840759
050112,SOCOS,HUAMANGA,AYACUCHO,-13.22256978,-74.29836273
060906,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,-5.071372491,-78.90761764
190104,HUAYLLAY,PASCO,PASCO,-10.997287,-76.40694682
021804,MACATE,SANTA,ANCASH,-8.779547977,-78.12047577
010506,INGUILPATA,LUYA,AMAZONAS,-6.258934402,-77.98439636
200201,AYABACA,AYABACA,PIURA,-4.64317368,-79.64958572
220203,BAJO BIAVO,BELLAVISTA,SAN MARTÍN,-7.142977953,-76.40442113
060608,SAN ANDRES DE CUTERVO,CUTERVO,CAJAMARCA,-6.210576296,-78.7261734
021802,CACERES DEL PERU,SANTA,ANCASH,-8.955920537,-78.08523051
220912,SAN ANTONIO,SAN MARTÍN,SAN MARTÍN,-6.433520317,-76.39979935
150731,SANTO DOMINGO DE LOS OLLEROS,HUAROCHIRI,LIMA,-12.21827316,-76.51426697
130306,UCUNCHA,BOLIVAR,LA LIBERTAD,-7.165800571,-77.86174011
210704,NICASIO,LAMPA,PUNO,-15.23539734,-70.26085663
090206,PAUCARA,ACOBAMBA,HUANCAVELICA,-12.74978621,-74.71024457
090609,QUITO-ARMA,HUAYTARA,HUANCAVELICA,-13.52868761,-75.34169442
040803,CHARCANA,LA UNION,AREQUIPA,-15.24061203,-73.07044983
210304,COASA,CARABAYA,PUNO,-13.96388397,-70.02799301
100903,HONORIA,PUERTO INCA,HUÁNUCO,-8.745028257,-74.74830627
060103,CHETILLA,CAJAMARCA,CAJAMARCA,-7.146188736,-78.67160034
060604,CUJILLO,CUTERVO,CAJAMARCA,-6.107028484,-78.59699249
080303,CACHIMAYO,ANTA,CUSCO,-13.48330477,-72.06207699
040607,SALAMANCA,CONDESUYOS,AREQUIPA,-15.5047493,-72.83421326
210214,SANTIAGO DE PUPUJA,AZANGARO,PUNO,-15.11277167,-70.22443899
090713,QUISHUAR,TAYACAJA,HUANCAVELICA,-12.24095535,-74.77940369
090112,MOYA,HUANCAVELICA,HUANCAVELICA,-12.42397738,-75.15340424
230202,CAIRANI,CANDARAVE,TACNA,-17.28569984,-70.36328888
211203,LIMBANI,SANDIA,PUNO,-14.09007597,-69.66556168
080207,SANGARARA,ACOMAYO,CUSCO,-13.96119634,-71.57181594
210806,NUÑOA,MELGAR,PUNO,-14.48759576,-70.61913902
131004,MOLLEBAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,-8.154143135,-77.98642317
210101,PUNO,PUNO,PUNO,-15.82690987,-69.9878192
050806,OYOLO,PAUCAR DEL SARA SARA,AYACUCHO,-15.17386712,-73.18754917
090709,HUARIBAMBA,TAYACAJA,HUANCAVELICA,-12.24435377,-74.91477299
250302,IRAZOLA,PADRE ABAD,UCAYALI,-8.76024658,-75.06832539
120703,HUARICOLCA,TARMA,JUNÍN,-11.51083056,-75.59468079
160206,LAGUNAS,ALTO AMAZONAS,LORETO,-5.270565271,-75.70129776
101006,SAN FRANCISCO DE ASIS,LAURICOCHA,HUÁNUCO,-9.963666916,-76.64689255
021104,HUAYAN,HUARMEY,ANCASH,-9.876310349,-77.70822906
021409,SAN PEDRO,OCROS,ANCASH,-10.37076473,-77.48754883
120430,SAUSA,JAUJA,JUNÍN,-11.79519367,-75.49133301
200604,LANCONES,SULLANA,PIURA,-4.592715263,-80.45914023
211103,CABANILLAS,SAN ROMAN,PUNO,-15.69494759,-70.4123445
180204,ICHUÑA,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.13584874,-70.54179738
021008,HUANTAR,HUARI,ANCASH,-9.461972952,-77.18288326
021704,HUAYLLAPAMPA,RECUAY,ANCASH,-10.06973156,-77.5349619
160501,REQUENA,REQUENA,LORETO,-5.043006556,-73.86095864
210505,CONDURIRI,EL COLLAO,PUNO,-16.61056573,-69.70429121
020513,PACLLON,BOLOGNESI,ANCASH,-10.23914146,-77.06551361
150404,HUAROS,CANTA,LIMA,-11.4045701,-76.55167389
100110,YARUMAYO,HUÁNUCO,HUÁNUCO,-9.996231556,-76.47602463
220406,TINGO DE SAPOSOA,HUALLAGA,SAN MARTÍN,-7.093853474,-76.64170074
061203,SAN LUIS,SAN PABLO,CAJAMARCA,-7.194120884,-78.90463257
010109,LA JALCA,CHACHAPOYAS,AMAZONAS,-6.494380988,-77.81444726
010519,SAN JUAN DE LOPECANCHA,LUYA,AMAZONAS,-6.505552496,-77.87023054
120206,COMAS,CONCEPCION,JUNÍN,-11.73912201,-75.05985718
030404,CHAPIMARCA,AYMARAES,APURÍMAC,-14.01232679,-73.12211663
010110,LEIMEBAMBA,CHACHAPOYAS,AMAZONAS,-6.689430658,-77.80252659
220403,EL ESLABON,HUALLAGA,SAN MARTÍN,-7.006530815,-76.74337006
020503,ANTONIO RAYMONDI,BOLOGNESI,ANCASH,-10.16896963,-77.46996117
040301,CARAVELI,CARAVELI,AREQUIPA,-15.7664032,-73.36596298
060602,CALLAYUC,CUTERVO,CAJAMARCA,-6.112096582,-78.93849073
151031,TUPE,YAUYOS,LIMA,-12.74136257,-75.80941772
150609,SAN MIGUEL DE ACOS,HUARAL,LIMA,-11.27406216,-76.82061005
060202,CACHACHI,CAJABAMBA,CAJAMARCA,-7.580915719,-78.20311133
160201,YURIMAGUAS,ALTO AMAZONAS,LORETO,-5.896868201,-76.13019292
100103,CHINCHAO,HUÁNUCO,HUÁNUCO,-9.759504682,-76.0140152
110401,PALPA,PALPA,ICA,-14.52685502,-75.17608575
030213,SAN JERONIMO,ANDAHUAYLAS,APURÍMAC,-13.66282976,-73.3286656
050113,TAMBILLO,HUAMANGA,AYACUCHO,-13.17705711,-74.17673111
211003,PEDRO VILCA APAZA,SAN ANTONIO DE PUTINA,PUNO,-15.01634121,-69.89122009
211202,CUYOCUYO,SANDIA,PUNO,-14.49943225,-69.56985219
040118,SAN JUAN DE SIGUAS,AREQUIPA,AREQUIPA,-16.36796618,-72.14589691
200207,PAIMAS,AYABACA,PIURA,-4.628934669,-79.96791229
160205,JEBEROS,ALTO AMAZONAS,LORETO,-5.286255836,-76.3021965
220804,NUEVA CAJAMARCA,RIOJA,SAN MARTÍN,-5.909934878,-77.34228488
211104,CARACOTO,SAN ROMAN,PUNO,-15.55410534,-70.08917006
021904,CASHAPAMPA,SIHUAS,ANCASH,-8.564348757,-77.64799833
140203,INCAHUASI,FERREÑAFE,LAMBAYEQUE,-6.223427773,-79.35817413
100301,LA UNION,DOS DE MAYO,HUÁNUCO,-9.840626308,-76.79696873
140303,ILLIMO,LAMBAYEQUE,LAMBAYEQUE,-6.46587583,-79.85828291
130103,FLORENCIA DE MORA,TRUJILLO,LA LIBERTAD,-8.08094883,-79.02365875
160704,MORONA,DATEM DEL MARAÑON,LORETO,-4.526191473,-77.13729477
030505,MARA,COTABAMBAS,APURÍMAC,-14.05180709,-72.11781311
150712,LARAOS,HUAROCHIRI,LIMA,-11.66455936,-76.53996277
021507,LLAPO,PALLASCA,ANCASH,-8.511152267,-78.03994751
090119,HUANDO,HUANCAVELICA,HUANCAVELICA,-12.56914658,-74.96711029
200101,PIURA,PIURA,PIURA,-5.11647452,-80.66030329
051009,HUANCARAYLLA,VICTOR FAJARDO,AYACUCHO,-13.72342968,-74.12943573
120704,HUASAHUASI,TARMA,JUNÍN,-11.26370348,-75.65401132
050501,SAN MIGUEL,LA MAR,AYACUCHO,-13.01833036,-73.96157837
200302,CANCHAQUE,HUANCABAMBA,PIURA,-5.364645813,-79.62617161
040706,PUNTA DE BOMBON,ISLAY,AREQUIPA,-17.16415367,-71.79899445
020504,AQUIA,BOLOGNESI,ANCASH,-10.04905605,-77.15682068
020514,SAN MIGUEL DE CORPANQUI,BOLOGNESI,ANCASH,-10.28431225,-77.20259094
060804,COLASAY,JAEN,CAJAMARCA,-5.911822271,-78.95856018
030708,PROGRESO,GRAU,APURÍMAC,-14.0722332,-72.47651672
220510,TABALOSOS,LAMAS,SAN MARTÍN,-6.391771436,-76.63124962
110106,PARCONA,ICA,ICA,-14.06084372,-75.70712642
020509,HUASTA,BOLOGNESI,ANCASH,-10.1210771,-77.14089379
090502,ANCO,CHURCAMPA,HUANCAVELICA,-12.6656599,-74.57648468
080307,MOLLEPATA,ANTA,CUSCO,-13.49047014,-72.53914812
021004,CHAVIN DE HUANTAR,HUARI,ANCASH,-9.587852478,-77.18581332
021203,HUATA,HUAYLAS,ANCASH,-9.007277012,-77.86393356
030306,PACHACONAS,ANTABAMBA,APURÍMAC,-14.22183704,-73.02233505
040705,MEJIA,ISLAY,AREQUIPA,-17.09586906,-71.89886322
020607,PARIAHUANCA,CARHUAZ,ANCASH,-9.357850711,-77.57691108
050801,PAUSA,PAUCAR DEL SARA SARA,AYACUCHO,-15.27755165,-73.34633128
020305,MIRGAS,ANTONIO RAYMONDI,ANCASH,-9.076167687,-77.0988952
210108,HUATA,PUNO,PUNO,-15.61634858,-69.99711037
210206,CHUPA,AZANGARO,PUNO,-15.11677814,-69.95898342
080107,SAYLLA,CUSCO,CUSCO,-13.56336922,-71.83798981
220909,LA BANDA DE SHILCAYO,SAN MARTÍN,SAN MARTÍN,-6.515065074,-76.33766174
160601,CONTAMANA,UCAYALI,LORETO,-7.594834518,-75.18543396
020111,PIRA,HUARAZ,ANCASH,-9.54259491,-77.7052091
020108,OLLEROS,HUARAZ,ANCASH,-9.655763308,-77.4740804
030202,ANDARAPA,ANDAHUAYLAS,APURÍMAC,-13.51984342,-73.36024729
150113,JESUS MARIA,LIMA,LIMA,-12.06999874,-77.04524231
150122,MIRAFLORES,LIMA,LIMA,-12.11752892,-77.04541016
210703,CALAPUJA,LAMPA,PUNO,-15.36147499,-70.18636322
060419,CHALAMARCA,CHOTA,CAJAMARCA,-6.519294898,-78.4971583
050907,PAICO,SUCRE,AYACUCHO,-14.00694942,-73.65024948
150115,LA VICTORIA,LIMA,LIMA,-12.06533909,-77.0309906
160504,EMILIO SAN MARTÍN,REQUENA,LORETO,-5.685268641,-74.30905151
020703,YAUYA,CARLOS FERMIN FITZCARRALD,ANCASH,-8.995106578,-77.28498363
211207,SAN JUAN DEL ORO,SANDIA,PUNO,-14.19998264,-69.11614227
040606,RIO GRANDE,CONDESUYOS,AREQUIPA,-15.92272329,-73.09153366
220803,ELIAS SOPLIN VARGAS,RIOJA,SAN MARTÍN,-6.008140193,-77.27912988
220704,PILLUANA,PICOTA,SAN MARTÍN,-6.787575245,-76.27360916
060417,TACABAMBA,CHOTA,CAJAMARCA,-6.397888527,-78.59155426
200111,LAS LOMAS,PIURA,PIURA,-4.690694954,-80.20750759
060802,BELLAVISTA,JAEN,CAJAMARCA,-5.581311294,-78.77811941
170204,HUEPETUHE,MANU,MADRE DE DIOS,-13.03709041,-70.5037935
061005,ICHOCAN,SAN MARCOS,CAJAMARCA,-7.366181469,-78.12542725
160102,ALTO NANAY,MAYNAS,LORETO,-3.894294977,-73.753479
010608,MILPUC,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.496859074,-77.42358398
150112,INDEPENDENCIA,LIMA,LIMA,-12.00085735,-77.05225372
151029,TAURIPAMPA,YAUYOS,LIMA,-12.61717701,-76.16207886
120806,PACCHA,YAULI,JUNÍN,-11.4795742,-75.96697235
150715,SAN ANDRES DE TUPICOCHA,HUAROCHIRI,LIMA,-11.99970722,-76.4745636
050405,LURICOCHA,HUANTA,AYACUCHO,-12.89684592,-74.27716446
061301,SANTA CRUZ,SANTA CRUZ,CAJAMARCA,-6.635353914,-78.94016677
211305,OLLARAYA,YUNGUYO,PUNO,-16.24634889,-69.00214181
081202,ANDAHUAYLILLAS,QUISPICANCHI,CUSCO,-13.67317446,-71.68359937
220103,HABANA,MOYOBAMBA,SAN MARTÍN,-6.076165517,-77.11201731
160703,MANSERICHE,DATEM DEL MARAÑON,LORETO,-4.695634174,-77.46178284
210605,PUSI,HUANCANE,PUNO,-15.46099758,-69.93759155
210502,CAPAZO,EL COLLAO,PUNO,-17.18372154,-69.74452972
150128,RIMAC,LIMA,LIMA,-12.02962971,-77.04376221
081004,COLCHA,PARURO,CUSCO,-13.85119724,-71.80294037
080801,ESPINAR,ESPINAR,CUSCO,-14.88629489,-71.35726556
010306,FLORIDA,BONGARA,AMAZONAS,-5.837375323,-77.95561091
220205,SAN PABLO,BELLAVISTA,SAN MARTÍN,-6.812920994,-76.59323332
140116,CAYALTI,CHICLAYO,LAMBAYEQUE,-6.893425465,-79.54925452
210115,VILQUE,PUNO,PUNO,-15.75835569,-70.2710944
040203,MARIANO NICOLAS VALCARCEL,CAMANA,AREQUIPA,-15.9670589,-73.18419456
040516,TAPAY,CAYLLOMA,AREQUIPA,-15.57750797,-71.93937683
021703,COTAPARACO,RECUAY,ANCASH,-9.987114906,-77.58612823
130102,EL PORVENIR,TRUJILLO,LA LIBERTAD,-8.082130432,-79.00273895
021405,COCHAS,OCROS,ANCASH,-10.58901739,-77.4822464
021002,ANRA,HUARI,ANCASH,-9.24304692,-76.93397268
050507,SANTA ROSA,LA MAR,AYACUCHO,-12.7024565,-73.73450008
220502,ALONSO DE ALVARADO,LAMAS,SAN MARTÍN,-6.333196473,-76.77749443
210203,ARAPA,AZANGARO,PUNO,-15.12211475,-70.08197384
230402,HEROES ALBARRACIN,TARATA,TACNA,-17.47351551,-70.13821793
220504,CAYNARACHI,LAMAS,SAN MARTÍN,-6.310061088,-76.27571341
060305,JORGE CHAVEZ,CELENDIN,CAJAMARCA,-6.933939338,-78.099226
050807,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO,-15.21709919,-73.46549225
230406,SUSAPAYA,TARATA,TACNA,-17.35388374,-70.13282013
060412,MIRACOSTA,CHOTA,CAJAMARCA,-6.354627132,-79.29018021
061306,NINABAMBA,SANTA CRUZ,CAJAMARCA,-6.670148426,-78.78256819
040502,ACHOMA,CAYLLOMA,AREQUIPA,-15.66335988,-71.7026577
130206,RAZURI,ASCOPE,LA LIBERTAD,-7.703728711,-79.36770234
010112,MAGDALENA,CHACHAPOYAS,AMAZONAS,-6.408820868,-77.8603096
050504,CHILCAS,LA MAR,AYACUCHO,-13.17179067,-73.88415309
140206,PUEBLO NUEVO,FERREÑAFE,LAMBAYEQUE,-6.61847655,-79.81979709
220709,TINGO DE PONASA,PICOTA,SAN MARTÍN,-6.933670044,-76.26327345
190111,TINYAHUARCO,PASCO,PASCO,-10.75042353,-76.25668716
200403,CHALACO,MORROPON,PIURA,-5.048598607,-79.81030782
210602,COJATA,HUANCANE,PUNO,-15.01512814,-69.36522675
081001,PARURO,PARURO,CUSCO,-13.74743912,-71.8585434
210901,MOHO,MOHO,PUNO,-15.35580672,-69.47636117
140108,MONSEFU,CHICLAYO,LAMBAYEQUE,-6.858631395,-79.85118394
080201,ACOMAYO,ACOMAYO,CUSCO,-13.92488313,-71.67429308
150501,SAN VICENTE DE CAÑETE,CAÑETE,LIMA,-13.13975518,-76.35866429
040308,CHAPARRA,CARAVELI,AREQUIPA,-15.73920784,-73.88502655
051011,SARHUA,VICTOR FAJARDO,AYACUCHO,-13.66620077,-74.34962899
010707,YAMON,UTCUBAMBA,AMAZONAS,-6.013111909,-78.50360107
090413,TICRAPO,CASTROVIRREYNA,HUANCAVELICA,-13.34540462,-75.42289734
010120,SOLOCO,CHACHAPOYAS,AMAZONAS,-6.254879951,-77.75582123
200805,VICE,SECHURA,PIURA,-5.434669197,-80.78338432
081211,OROPESA,QUISPICANCHI,CUSCO,-13.5858271,-71.77557328
200608,SALITRAL,SULLANA,PIURA,-4.847379804,-80.68235683
210103,AMANTANI,PUNO,PUNO,-15.68151398,-69.71224213
010204,EL PARCO,BAGUA,AMAZONAS,-5.620324278,-78.47593689
190101,CHAUPIMARCA,PASCO,PASCO,-10.70242119,-76.24163513
030607,URANMARCA,CHINCHEROS,APURÍMAC,-13.66741403,-73.65593465
051002,ALCAMENCA,VICTOR FAJARDO,AYACUCHO,-13.65644073,-74.19477844
110207,PUEBLO NUEVO,CHINCHA,ICA,-13.40484428,-76.12693024
220902,ALBERTO LEVEAU,SAN MARTÍN,SAN MARTÍN,-6.663570404,-76.28788757
030216,TALAVERA,ANDAHUAYLAS,APURÍMAC,-13.65399996,-73.43992445
090702,ACOSTAMBO,TAYACAJA,HUANCAVELICA,-12.42952503,-75.01375798
110102,LA TINGUIÑA,ICA,ICA,-14.01058233,-75.71272988
210401,JULI,CHUCUITO,PUNO,-16.22044952,-69.47375946
131202,CHAO,VIRU,LA LIBERTAD,-8.545957618,-78.66345554
060505,SAN BENITO,CONTUMAZA,CAJAMARCA,-7.524433613,-78.93818283
021803,COISHCO,SANTA,ANCASH,-9.023980141,-78.61824799
120405,CANCHAYLLO,JAUJA,JUNÍN,-11.78584957,-75.71652985
120101,HUANCAYO,HUANCAYO,JUNÍN,-12.04284096,-75.19766998
030412,SAÑAYCA,AYMARAES,APURÍMAC,-14.20467091,-73.34716797
131001,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LA LIBERTAD,-8.181338446,-78.20392827
030504,HAQUIRA,COTABAMBAS,APURÍMAC,-14.22458017,-72.1861577
120431,SINCOS,JAUJA,JUNÍN,-11.91695499,-75.43627853
160113,SAN JUAN BAUTISTA,MAYNAS,LORETO,-3.875514242,-73.34870063
100317,RIPAN,DOS DE MAYO,HUÁNUCO,-9.814537644,-76.80862617
120212,NUEVE DE JULIO,CONCEPCION,JUNÍN,-11.88981724,-75.31603895
040119,SAN JUAN DE TARUCANI,AREQUIPA,AREQUIPA,-16.18411446,-71.06556702
030714,CURASCO,GRAU,APURÍMAC,-14.06082153,-72.56725311
070101,CALLAO,CALLAO,CALLAO,-12.05155754,-77.13411713
150513,SAN ANTONIO,CAÑETE,LIMA,-12.61551543,-76.67496045
110403,RIO GRANDE,PALPA,ICA,-14.47929621,-75.19285393
080302,ANCAHUASI,ANTA,CUSCO,-13.46830472,-72.30737097
060903,HUARANGO,SAN IGNACIO,CAJAMARCA,-5.28665172,-78.75005895
090307,HUANCA-HUANCA,ANGARAES,HUANCAVELICA,-12.93299732,-74.59714508
040510,LARI,CAYLLOMA,AREQUIPA,-15.62209129,-71.76891327
240102,CORRALES,TUMBES,TUMBES,-3.594156417,-80.49049239
051107,SAURAMA,VILCAS HUAMAN,AYACUCHO,-13.70458508,-73.75360107
170201,MANU,MANU,MADRE DE DIOS,-12.83600998,-71.35899353
021204,HUAYLAS,HUAYLAS,ANCASH,-8.878623009,-77.89760971
020107,LA LIBERTAD,HUARAZ,ANCASH,-9.628812485,-77.74738678
061105,EL PRADO,SAN MIGUEL,CAJAMARCA,-7.033281326,-79.01078796
110206,GROCIO PRADO,CHINCHA,ICA,-13.38561241,-76.16601034
